,title,comb
3714,Dallas Buyers Club,Jean-Marc Vallée Matthew McConaughey Jennifer Garner Denis O'Hare Biography Drama
3715,The Lazarus Effect,David Gelb Olivia Wilde Mark Duplass Donald Glover Horror Sci-Fi Thriller
3716,Memento,Christopher Nolan Callum Rennie Thomas Lennon Jorja Fox Mystery Thriller
3717,Oculus,Mike Flanagan James Lafferty Rory Cochrane Garrett Ryan Horror Mystery
3718,Clerks II,Kevin Smith Ethan Suplee Jason Mewes Brian O'Halloran Comedy
3719,Billy Elliot,Stephen Daldry Julie Walters Gary Lewis Jamie Draven Drama Music
3720,The Way Way Back,Nat Faxon Steve Carell Liam James Jim Rash Comedy Drama
3721,House Party 2,George Jackson William Schallert Tisha Campbell-Martin Helen Martin Comedy Drama Music Romance
3722,The Man from Snowy River,George Miller Tony Bonner Jack Thompson Tom Burlinson Adventure Drama Family Romance Western
3723,Doug's 1st Movie,Maurice Joyce Frank Welker Constance Shulman Alice Playten Animation Comedy Family
3724,The Apostle,Robert Duvall John Beasley Todd Allen June Carter Cash Drama
3725,Mommie Dearest,Frank Perry Faye Dunaway Xander Berkeley Diana Scarwid Biography Drama
3726,Our Idiot Brother,Jesse Peretz Zooey Deschanel Adam Scott Steve Coogan Comedy Drama
3727,Race,Stephen Hopkins William Hurt Tony Curran David Kross Biography Drama Sport
3728,The Players Club,Ice Cube Bernie Mac Monica Calhoun Chrystale Wilson Comedy Drama
3729,O,Tim Blake Nelson Mekhi Phifer Andrew Keegan John Heard Drama Romance Thriller
3730,"As Above, So Below",John Erick Dowdle Ben Feldman Edwin Hodge Perdita Weeks Horror Mystery Thriller
3731,Addicted,Bille Woodruff Boris Kodjoe Cameron Mills Sharon Leal Drama Thriller
3732,Eve's Bayou,Kasi Lemmons Jurnee Smollett-Bell Lynn Whitfield Diahann Carroll Drama
3733,Still Alice,Richard Glatzer Kristen Stewart Hunter Parrish Seth Gilliam Drama
3734,The Egyptian,Michael Curtiz Gene Tierney Peter Ustinov Jean Simmons Drama History
3735,Nighthawks,Bruce Malmuth Sylvester Stallone Lindsay Wagner Persis Khambatta Action Crime Thriller
3736,Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden Kane Hodder Peter Mark Richman Scott Reeves Adventure Horror
3737,My Big Fat Greek Wedding,Joel Zwick Nia Vardalos Louis Mandylor Lainie Kazan Comedy Family Romance
3738,Spring Breakers,Harmony Korine James Franco Heather Morris Rachel Korine Crime Drama
3739,Halloween: The Curse of Michael Myers,Joe Chappelle Donald Pleasence Kim Darby Mitchell Ryan Horror Thriller
3740,Y Tu Mamá También,Alfonso Cuarón Maribel Verdú Daniel Giménez Cacho María Aura Adventure Comedy Drama Romance
3741,Shaun of the Dead,Edgar Wright Peter Serafinowicz Dylan Moran Rafe Spall Comedy Horror
3742,The Haunting of Molly Hartley,Mickey Liddell Jessica Lowndes Randy Wayne Haley Bennett Drama Horror Thriller
3743,Lone Star,John Sayles Matthew McConaughey Clifton James Miriam Colon Drama Mystery
3744,Halloween 4: The Return of Michael Myers,Dwight H. Little Donald Pleasence Kathleen Kinmont Ellie Cornell Horror Thriller
3745,April Fool's Day,Fred Walton Thomas F. Wilson Deborah Foreman Clayton Rohner Horror Mystery
3746,Diner,Barry Levinson Steve Guttenberg Daniel Stern Ellen Barkin Comedy Drama
3747,Lone Wolf McQuade,Steve Carver David Carradine William Sanderson Robert Beltran Action Crime Drama Thriller Western
3748,Apollo 18,Gonzalo López-Gallego Warren Christie Ryan Robbins Andrew Airlie Horror Mystery Sci-Fi Thriller
3749,Sunshine Cleaning,Christine Jeffs Clifton Collins Jr. Mary Lynn Rajskub Paul Dooley Comedy Drama
3750,No Escape,John Erick Dowdle Sterling Jerins Claire Geare Sahajak Boonthanakit Action Thriller
3751,The Beastmaster,Don Coscarelli Vanna Bonta John Amos Rip Torn Action Adventure Fantasy
3752,Solomon and Sheba,King Vidor Gina Lollobrigida George Sanders Finlay Currie Drama History Romance War
3753,Fifty Shades of Black,Michael Tiddes Fred Willard Mike Epps Russell Peters Comedy
3754,Not Easily Broken,Bill Duke Eddie Cibrian Jenifer Lewis Wood Harris Drama Romance
3755,A Farewell to Arms,Frank Borzage Gary Cooper Helen Hayes Adolphe Menjou Drama Romance War
3756,The Perfect Match,Bille Woodruff Donald Faison Brandy Norwood Lauren London Comedy Romance
3757,Digimon: The Movie,Mamoru Hosoda Lara Jill Miller Colleen O'Shaughnessey Mona Marshall Action Adventure Animation Family Sci-Fi
3758,Saved!,Brian Dannelly Macaulay Culkin Patrick Fugit Eva Amurri Martino Comedy Drama
3759,The Barbarian Invasions,Denys Arcand Marie-Josée Croze Stéphane Rousseau Marina Hands Comedy Crime Drama Mystery Romance
3760,Robin and Marian,Richard Lester Robert Shaw Denholm Elliott Nicol Williamson Adventure Drama Romance
3761,The Forsaken,J.S. Cardone Brendan Fehr Kerr Smith Izabella Miko Horror Thriller
3762,Force 10 from Navarone,Guy Hamilton Harrison Ford Carl Weathers Franco Nero Action Drama War
3763,UHF,Jay Levey Fran Drescher Gedde Watanabe Michael Richards Comedy Drama
3764,Grandma's Boy,Nicholaus Goossen Linda Cardellini Joel David Moore Shirley Jones Comedy
3765,Slums of Beverly Hills,Tamara Jenkins Natasha Lyonne Kevin Corrigan Jessica Walter Comedy Drama
3766,Once Upon a Time in the West,Sergio Leone Claudia Cardinale Woody Strode Jack Elam Western
3767,Made,Jon Favreau Jon Favreau Faizon Love Jonathan Silverman Comedy Crime Drama Thriller
3768,Moon,Duncan Jones Kevin Spacey Matt Berry Benedict Wong Drama Mystery Sci-Fi
3769,Keeping Up with the Steins,Scott Marshall Miranda Cosgrove Jami Gertz Carter Jenkins Comedy
3770,Sea Rex 3D: Journey to a Prehistoric World,Ronan Chapalain Norbert Ferrer Guillaume Denaiffe Chloe Hollings Documentary
3771,The Sweet Hereafter,Atom Egoyan Bruce Greenwood Sarah Polley Simon Baker Drama
3772,Of Gods and Men,Xavier Beauvois Lambert Wilson Michael Lonsdale Olivier Rabourdin Drama
3773,Bottle Shock,Randall Miller Alan Rickman Freddy Rodríguez Greg Collins Comedy Drama
3774,Jekyll and Hyde... Together Again,Jerry Belson Cassandra Peterson Tim Thomerson Bess Armstrong Comedy Music Sci-Fi
3775,Heavenly Creatures,Peter Jackson Kate Winslet Jed Brophy Liz Mullane Biography Crime Drama Romance Thriller
3776,90 Minutes in Heaven,Michael Polish Hayden Christensen Bobby Batson Cynthia Barrett Drama
3777,Everything Must Go,Dan Rush Will Ferrell Scott Takeda Stephen Root Comedy Drama
3778,Zero Effect,Jake Kasdan Kim Dickens Ryan O'Neal Angela Featherstone Comedy Crime Drama Mystery Thriller
3779,The Machinist,Brad Anderson Christian Bale Jennifer Jason Leigh Reg E. Cathey Drama Thriller
3780,Light Sleeper,Paul Schrader Dana Delany Jane Adams David Clennon Crime Drama
3781,Kill the Messenger,Michael Cuesta Jeremy Renner Paz Vega Robert Pralgo Biography Crime Drama Mystery Thriller
3782,Rabbit Hole,John Cameron Mitchell Dianne Wiest Jon Tenney Tammy Blanchard Drama
3783,Party Monster,Fenton Bailey Macaulay Culkin Mia Kirshner Marilyn Manson Biography Crime Drama Thriller
3784,Green Room,Jeremy Saulnier Alia Shawkat Mark Webber Joe Cole Crime Horror Music Thriller
3785,The Oh in Ohio,Billy Kent Liza Minnelli Tim Russ Winter Ave Zoli Comedy Drama Romance
3786,Atlas Shrugged: Who Is John Galt?,James Manera Joaquim de Almeida Greg Germann Kristoffer Polaha Drama Mystery Sci-Fi
3787,Bottle Rocket,Wes Anderson Andrew Wilson Darryl Cox Lumi Cavazos Comedy Crime Drama
3788,Albino Alligator,Kevin Spacey Viggo Mortensen Joe Mantegna Faye Dunaway Crime Drama Thriller
3789,"Gandhi, My Father",Feroz Abbas Khan Akshaye Khanna Bhoomika Chawla Darshan Jariwala Biography Drama History
3790,Standard Operating Procedure,Errol Morris Jeffrey Frost Megan Ambuhl Graner Ken Davis Crime Documentary War
3791,Out of the Blue,Dennis Hopper Raymond Burr Don Gordon Jim Byrnes Drama
3792,Tucker and Dale vs Evil,Eli Craig Katrina Bowden Tyler Labine Chelan Simmons Comedy Horror
3793,"Lovely, Still",Nicholas Fackler Adam Scott Ellen Burstyn Martin Landau Drama Romance
3794,Tycoon,Richard Wallace Judith Anderson Paul Fix Laraine Day Adventure Drama Romance
3795,Desert Blue,Morgan J. Freeman Ethan Suplee John Heard Sara Gilbert Drama
3796,Decoys,Matthew Hastings Meghan Ory Marc Trottier Corey Sevier Comedy Horror Sci-Fi
3797,The Visit,M. Night Shyamalan Ocean James Patch Darragh Olivia DeJonge Horror Thriller
3798,Redacted,Brian De Palma Mike Figueroa Daniel Stewart Sherman Kel O'Neill Crime Thriller War
3799,Fascination,Klaus Menzel Adam Garcia Jacqueline Bisset Alice Evans Mystery Romance Thriller
3800,Saving Grace            , Holly Hunter Dylan Minnette Bokeem Woodbine Drama Fantasy
3801,Area 51,Oren Peli Glenn Campbell Sandra Staggs Jelena Nik Horror Sci-Fi Thriller
3802,Sleep Tight,Jaume Balagueró Luis Tosar Tony Corvillo Marta Etura Drama Horror Thriller
3803,The Cottage,Paul Andrew Williams Dave Legeno Doug Bradley Georgia Groome Comedy Crime Horror Thriller
3804,Dead Like Me: Life After Death,Stephen Herek Henry Ian Cusick Callum Blue Shenae Grimes-Beech Comedy Drama Fantasy
3805,Farce of the Penguins,Bob Saget Alyson Hannigan John Stamos Jim Belushi Animation Comedy
3806,Flying By,Jim Amatulli Heather Locklear Patricia Neal Katie Leclerc Drama Family Music
3807,Psych            , Corbin Bernsen Dulé Hill Timothy Omundson Comedy Crime Mystery
3808,Rudderless,William H. Macy Billy Crudup Felicity Huffman David Adam Flannery Comedy Drama Music
3809,Henry & Me,Barrett Esposito Chazz Palminteri Cyndi Lauper Danny Aiello Animation Family
3810,Christmas Eve,Mitch Davis Gary Cole Jon Heder Cheryl Hines Comedy
3811,We Have Your Husband,Eric Bross Teri Polo Esai Morales Nicholas Gonzalez Crime Drama Thriller
3812,Dying of the Light,Paul Schrader Nicolas Cage Irène Jacob Tomiwa Edun Drama Thriller
3813,Born of War,Vicky Jewson James Frain Sofia Black-D'Elia Lisa Kay Action Drama Thriller War
3814,Capricorn One,Peter Hyams David Huddleston Sam Waterston Hal Holbrook Action Sci-Fi Thriller
3815,Should've Been Romeo,Marc Bennett Michael Rapaport Natasha Henstridge Costas Mandylor Comedy Drama
3816,Running Forever,Mike Mayhall David Raizor Cody Howard Martin Kove Family
3817,Yoga Hosers,Kevin Smith Johnny Depp Haley Joel Osment Natasha Lyonne Comedy Fantasy Horror Thriller
3818,Navy Seals vs. Zombies,Stanton Barrett Mikal Vega Michael Dudikoff Ed Quinn Action Horror
3819,I Served the King of England,Jirí Menzel Julia Jentsch Ivan Barnev Milan Lasica Comedy Drama Romance War
3820,Soul Kitchen,Fatih Akin Udo Kier Moritz Bleibtreu Birol Ünel Comedy Drama
3821,Sling Blade,Billy Bob Thornton Robert Duvall Dwight Yoakam J.T. Walsh Drama
3822,The Awakening,Nick Murphy Isaac Hempstead Wright Imelda Staunton Joseph Mawle Horror Thriller
3823,Hostel,Eli Roth Jay Hernandez Takashi Miike Rick Hoffman Horror
3824,Tristram Shandy: A Cock and Bull Story,Michael Winterbottom Steve Coogan Shirley Henderson Dylan Moran Comedy Drama
3825,Take Shelter,Jeff Nichols Katy Mixon Shea Whigham Robert Longstreet Drama Thriller
3826,Lady in White,Frank LaLoggia Alex Rocco Lukas Haas Katherine Helmond Fantasy Horror Mystery Thriller
3827,Driving Lessons,Jeremy Brock Rupert Grint Julie Walters Tamsin Egerton Comedy Drama
3828,Let's Kill Ward's Wife,Scott Foley Donald Faison Greg Grunberg Dagmara Dominczyk Comedy Crime
3829,The Texas Chainsaw Massacre 2,Tobe Hooper Bill Johnson Lou Perryman Jim Siedow Comedy Horror
3830,Pat Garrett & Billy the Kid,Sam Peckinpah James Coburn Bob Dylan Jason Robards Biography Drama Romance Western
3831,Only God Forgives,Nicolas Winding Refn Ryan Gosling Kristin Scott Thomas Yayaying Rhatha Phongam Crime Drama
3832,Camping sauvage,Christophe Ali Denis Lavant Isild Le Besco Emmanuelle Bercot Drama
3833,Without Men,Gabriela Tagliavini Maria Conchita Alonso Kate del Castillo Camryn Manheim Comedy
3834,Barfi,Shekar Bhama Diganth Dileep Raj Comedy Romance
3835,Dear Frankie,Shona Auerbach Gerard Butler Sharon Small Jack McElhone Drama Romance
3836,All Hat,Leonard Farlinger Keith Carradine Gary Farmer Stephen McHattie Western
3837,The Names of Love,Michel Leclerc Sara Forestier Jacques Gamblin Zinedine Soualem Comedy Drama Romance
3838,Treading Water,Analeine Cal y Mayor Zoë Kravitz Douglas Smith Kim Ly Comedy Drama
3839,Savage Grace,Tom Kalin Eddie Redmayne Elena Anaya Stephen Dillane Drama
3840,Out of the Blue,Robert Sarkies William Kircher Matthew Sunderland Paul Glover Crime Drama
3841,Police Academy,Hugh Wilson Steve Guttenberg Bubba Smith Michael Winslow Comedy
3842,The Blue Lagoon,Randal Kleiser Brooke Shields Christopher Atkins Leo McKern Adventure Drama Romance
3843,Four Weddings and a Funeral,Mike Newell Kristin Scott Thomas James Fleet Simon Callow Comedy Drama Romance
3844,Fast Times at Ridgemont High,Amy Heckerling Jennifer Jason Leigh Judge Reinhold Vincent Schiavelli Comedy Drama
3845,Moby Dick,John Huston Royal Dano Richard Basehart James Robertson Justice Adventure Drama
3846,25th Hour,Spike Lee Philip Seymour Hoffman Rosario Dawson Aaron Stanford Drama
3847,Secrets and Lies            , Dan Fogler Indiana Evans KaDee Strickland Crime Drama
3848,Bound,Lana Wachowski Christopher Meloni Kevin Michael Richardson Peter Spellos Crime Drama Romance Thriller
3849,Requiem for a Dream,Darren Aronofsky Ellen Burstyn Mark Margolis Louise Lasser Drama
3850,State Fair,Walter Lang Dana Andrews Jeanne Crain Frank McHugh Musical Romance
3851,Tango,Carlos Saura Mía Maestro Juan Luis Galiardo Miguel Ángel Solá Drama Musical
3852,Salvador,Oliver Stone Jim Belushi John Savage Juan Fernández Drama History Thriller War
3853,Moms' Night Out,Andrew Erwin Alex Kendrick Sarah Drew Patricia Heaton Comedy
3854,Donnie Darko,Richard Kelly Jake Gyllenhaal Mary McDonnell James Duval Drama Sci-Fi Thriller
3855,Saving Private Perez,Beto Gómez Jaime Camil Gerardo Taracena Joaquín Cosio Adventure Comedy Western
3856,Character,Mike van Diem Jan Decleir Fedja van Huêt Hans Kesting Crime Drama Mystery
3857,Spun,Jonas Åkerlund Patrick Fugit Nicholas Gonzalez Debbie Harry Comedy Crime Drama
3858,Life During Wartime,Todd Solondz Rich Pecci Shirley Henderson Charlotte Rampling Comedy Drama
3859,Lady Vengeance,Chan-wook Park Min-sik Choi Yeong-ae Lee Hye-jeong Kang Crime Drama
3860,Mozart's Sister,René Féret Nicolas Giraud Clovis Fouin Marie Féret Biography Drama Music Romance
3861,Mean Machine,Barry Skolnick Jason Statham Jason Flemyng Danny Dyer Comedy Drama Sport
3862,Exiled,Johnnie To Simon Yam Anthony Chau-Sang Wong Josie Ho Action Crime Thriller
3863,Blackthorn,Mateo Gil Sam Shepard Dominique McElligott Stephen Rea Action Adventure Western
3864,Lilya 4-Ever,Lukas Moodysson Oksana Akinshina Artyom Bogucharskiy Lyubov Agapova Crime Drama
3865,After.Life,Agnieszka Wojtowicz-Vosloo Liam Neeson Josh Charles Chandler Canterbury Drama Horror Mystery Thriller
3866,Fugly,Kabir Sadanand Jimmy Shergill Sana Saeed Dimple Kapadia Drama Thriller
3867,One Flew Over the Cuckoo's Nest,Milos Forman Scatman Crothers Michael Berryman Louise Fletcher Drama
3868,R.L. Stine's Monsterville: The Cabinet of Souls,Peter DeLuise Katherine McNamara Dove Cameron Braeden Lemasters Comedy
3869,Silent Movie,Mel Brooks Sid Caesar Dom DeLuise Bernadette Peters Comedy Romance
3870,Airlift,Raja Menon Nimrat Kaur Sameer Ali Khan Purab Kohli Action Drama History Thriller War
3871,Anne of Green Gables            , Zack Ward Jonathan Crombie Megan Follows Drama Family
3872,Falcon Rising,Ernie Barbarash Michael Jai White Michael J. Morris Lateef Crowder Action Adventure
3873,The Sweeney,Nick Love Hayley Atwell Ray Winstone Alan Ford Action Crime Drama
3874,Sexy Beast,Jonathan Glazer Ray Winstone James Fox Amanda Redman Crime Thriller
3875,Easy Money,Daniel Espinosa Fabian Bolin Fares Fares Matias Varela Action Crime Drama Thriller
3876,Whale Rider,Niki Caro Keisha Castle-Hughes Rawiri Paratene Tammy Davis Drama Family
3877,Paa,R. Balki Vidya Balan Abhishek Bachchan Paresh Rawal Comedy Drama
3878,Cargo,Ivan Engler Yangzom Brauen Claude-Oliver Rudolph Anna Katharina Schwabroh Mystery Sci-Fi Thriller
3879,Pan,Joe Wright Hugh Jackman Cara Delevingne Nonso Anozie Adventure Family Fantasy
3880,High School Musical,Kenny Ortega Lucas Grabeel Corbin Bleu Olesya Rulin Comedy Drama Family Music Musical Romance
3881,Animal Kingdom            , Dorian Missick Daniella Alonso Ellen Barkin Crime Drama
3882,Love and Death on Long Island,Richard Kwietniowski Jason Priestley Maury Chaykin Danny Webb Comedy Drama
3883,Night Watch,Timur Bekmambetov Konstantin Khabenskiy Aleksey Chadov Zhanna Friske Fantasy Thriller
3884,The Crying Game,Neil Jordan Jim Broadbent Miranda Richardson Stephen Rea Crime Drama Romance Thriller
3885,Porky's,Bob Clark Art Hindle Susan Clark Tony Ganios Comedy
3886,Survival of the Dead,George A. Romero Julian Richings Shawn Roberts Kathleen Munroe Horror
3887,Night of the Living Dead,George A. Romero Judith O'Dea Duane Jones S. William Hinzman Drama Horror Mystery
3888,Lost in Translation,Sofia Coppola Scarlett Johansson Bill Murray Catherine Lambert Drama
3889,Annie Hall,Woody Allen Woody Allen Carol Kane Shelley Duvall Comedy Romance
3890,The Greatest Show on Earth,Cecil B. DeMille Gloria Grahame Dorothy Lamour Cornel Wilde Drama Family Romance
3891,Exodus: Gods and Kings,Ridley Scott Christian Bale María Valverde Ben Mendelsohn Action Adventure Drama
3892,Monster's Ball,Marc Forster Heath Ledger Peter Boyle Marcus Lyle Brown Drama Romance
3893,Maggie,Henry Hobson Joely Richardson J.D. Evermore David A Cole Drama Horror
3894,Leaving Las Vegas,Mike Figgis Nicolas Cage Valeria Golino Julian Sands Drama Romance
3895,Hansel & Gretel Get Baked,Duane Journey Molly C. Quinn Lara Flynn Boyle Lochlyn Munro Comedy Horror
3896,The Return of the Living Dead,Dan O'Bannon Linnea Quigley Clu Gulager Beverly Randolph Comedy Horror Sci-Fi
3897,The Front Page,Billy Wilder Austin Pendleton Harold Gould David Wayne Comedy Drama Romance
3898,The Boy Next Door,Rob Cohen Ryan Guzman Hill Harper Adam Hicks Mystery Thriller
3899,Trapeze,Carol Reed Gina Lollobrigida Katy Jurado Sidney James Drama Romance
3900,Saving Grace            , Holly Hunter Dylan Minnette Bokeem Woodbine Drama Fantasy
3901,The Kids Are All Right,Lisa Cholodenko Josh Hutcherson Mia Wasikowska Yaya DaCosta Comedy Drama
3902,They Live,John Carpenter Meg Foster Peter Jason George 'Buck' Flower Horror Sci-Fi Thriller
3903,The Great Escape,John Sturges James Coburn Donald Pleasence Gordon Jackson Adventure Drama History Thriller War
3904,What the #$*! Do We (K)now!?,William Arntz Marlee Matlin Elaine Hendrix Armin Shimerman Comedy Documentary Drama Fantasy Mystery Sci-Fi
3905,The Last Exorcism Part II,Ed Gass-Donnelly Muse Watson Spencer Treat Clark Ashley Bell Drama Horror Thriller
3906,Boyhood,Richard Linklater Ellar Coltrane Lorelei Linklater Libby Villari Drama
3907,Scoop,Woody Allen Scarlett Johansson Kevin McNally Geoff Bell Comedy Crime Mystery
3908,Planet of the Apes,Tim Burton Cary-Hiroyuki Tagawa Estella Warren Erick Avari Action Adventure Sci-Fi Thriller
3909,The Wash,DJ Pooh Angell Conwell Dr. Dre DJ Pooh Comedy
3910,3 Strikes,DJ Pooh Mo'Nique Mike Epps Faizon Love Comedy
3911,The Cooler,Wayne Kramer Estella Warren Paul Sorvino Shawn Hatosy Crime Drama Fantasy Romance
3912,The Misfits,John Huston Montgomery Clift Kevin McCarthy Thelma Ritter Drama Romance Western
3913,The Night Listener,Patrick Stettner Robin Williams Joe Morton Rory Culkin Crime Mystery Thriller
3914,The Jerky Boys,James Melkonian Vincent Pastore William Hickey Peter Appel Comedy Crime
3915,My Soul to Take,Wes Craven Frank Grillo Emily Meade Zena Grey Horror Mystery Thriller
3916,The Orphanage,J.A. Bayona Geraldine Chaplin Belén Rueda Fernando Cayo Drama Mystery Thriller
3917,A Haunted House 2,Michael Tiddes Ashley Rickards Essence Atkins Gabriel Iglesias Comedy Fantasy
3918,The Rules of Attraction,Roger Avary Ian Somerhalder Faye Dunaway Clifton Collins Jr. Comedy Drama Romance
3919,Topaz,Alfred Hitchcock Roscoe Lee Browne John Vernon Philippe Noiret Drama Thriller
3920,Let's Go to Prison,Bob Odenkirk Dylan Baker Chi McBride Amy Hill Comedy Crime
3921,Four Rooms,Allison Anders Salma Hayek Alicia Witt Lili Taylor Comedy Fantasy
3922,Secretary,Steven Shainberg Jeremy Davies Stephen McHattie Lesley Ann Warren Comedy Drama Romance
3923,The Real Cancun,Rick de Oliveira Laura Ramsey Alan Taylor Benjamin Fletcher Documentary
3924,Talk Radio,Oliver Stone Michael Wincott Zach Grenier Bill Johnson Drama
3925,Waiting for Guffman,Christopher Guest Catherine O'Hara Fred Willard Larry Miller Comedy
3926,Love Stinks,Jeff Franklin Ivana Milicevic Tyra Banks Bridgette Wilson-Sampras Comedy
3927,You Kill Me,John Dahl Philip Baker Hall Aaron Hughes Jayne Eastwood Comedy Crime Romance Thriller
3928,Thumbsucker,Mike Mills Kelli Garner Lou Taylor Pucci Nancy O'Dell Comedy Drama
3929,Red State,Kevin Smith Anna Gunn Michael Angarano Stephen Root Action Crime Horror Thriller
3930,Mirrormask,Dave McKean Stephanie Leonidas Gina McKee Rob Brydon Adventure Fantasy
3931,Samsara,Ron Fricke Collin Alfredo St. Dic Balinese Tari Legong Dancers Puti Sri Candra Dewi Documentary Music
3932,The Barbarians,Ruggero Deodato Michael Berryman Eva LaRue Richard Lynch Adventure Fantasy
3933,The Art of Getting By,Gavin Wiesen Michael Angarano Blair Underwood Rita Wilson Drama Romance
3934,Zipper,Mora Stephens Ray Winstone Alexandra Breckenridge Elena Satine Drama Thriller
3935,Poolhall Junkies,Mars Callahan Chazz Palminteri Ricky Schroder Ernie Reyes Jr. Drama Thriller
3936,The Loss of Sexual Innocence,Mike Figgis Kelly Macdonald Saffron Burrows Julian Sands Drama
3937,Holy Motors,Leos Carax Kylie Minogue Leos Carax Denis Lavant Drama Fantasy
3938,Joe,David Gordon Green Nicolas Cage Tye Sheridan Ronnie Gene Blevins Drama
3939,Shooting Fish,Stefan Schwartz Peter McNamara Dan Futterman Ralph Ineson Comedy Crime Romance
3940,Prison,Renny Harlin Viggo Mortensen Lane Smith Hal Landon Jr. Crime Drama Horror Thriller
3941,Psycho Beach Party,Robert Lee King Lauren Ambrose Kathleen Robertson Beth Broderick Comedy Horror Mystery
3942,The Big Tease,Kevin Allen Craig Ferguson Frances Fisher Mary McCormack Comedy
3943,"Buen Día, Ramón",Jorge Ramírez Suárez Hector Kotsifakis Adriana Barraza Arcelia Ramírez Drama
3944,Trust,David Schwimmer Noah Emmerich Jordan Trovillion Zoe Levin Crime Drama Thriller
3945,An Everlasting Piece,Barry Levinson Anna Friel Brían F. O'Byrne Pauline McLynn Comedy
3946,Among Giants,Sam Miller Rachel Griffiths Alan Williams Rob Jarvis Comedy Romance
3947,Adore,Anne Fontaine Robin Wright Naomi Watts Ben Mendelsohn Drama Romance
3948,The Velocity of Gary,Dan Ireland Salma Hayek Danny Arroyo Olivia d'Abo Comedy Drama Romance
3949,Mondays in the Sun,Fernando León de Aranoa Luis Tosar Enrique Villén Aida Folch Comedy Drama
3950,Stake Land,Jim Mickle Connor Paolo Michael Cerveris Nick Damici Drama Horror Sci-Fi
3951,Sonny with a Chance            , Doug Brochu Tiffany Thornton Brandon Mychal Smith Comedy Family Romance
3952,The Last Time I Committed Suicide,Stephen Kay Keanu Reeves Marg Helgenberger Gretchen Mol Biography Drama
3953,Futuro Beach,Karim Aïnouz Wagner Moura Clemens Schick Jesuíta Barbosa Drama
3954,Another Happy Day,Sam Levinson George Kennedy Ezra Miller Demi Moore Comedy Drama
3955,A Lonely Place to Die,Julian Gilbey Ed Speleers Eamonn Walker Sean Harris Action Adventure Crime Thriller
3956,Nothing,Vincenzo Natali David Hewlett Angelo Tsarouchas Marie-Josée Croze Comedy Fantasy
3957,The Geographer Drank His Globe Away,Aleksandr Veledinskiy Konstantin Khabenskiy Elena Lyadova Eugenia Khirivskaya Adventure Drama
3958,1776,Peter H. Hunt Blythe Danner Ken Howard Howard Caine Drama Family History Musical
3959,Inescapable,Ruba Nadda Saad Siddiqui Bonnie Lee Bouman Fadia Nadda Drama Mystery Romance Thriller
3960,Hell's Angels,Howard Hughes Jean Harlow Marian Marsh James Hall Drama War
3961,Purple Violets,Edward Burns Debra Messing Rosemarie DeWitt Peter Jacobson Comedy Drama Romance
3962,The Veil,Phil Joanou Lily Rabe Shannon Woodward Kira McLean Horror
3963,The Loved Ones,Sean Byrne Robin McLeavy Jessica McNamee Victoria Thaine Horror Thriller
3964,No Vacancy,Chris Stokes Kristen Quintrall Rachel Sterling Black Thomas Horror
3965,How to Fall in Love,Mark Griffiths Eric Mabius Gina Holden Brooke D'Orsay Comedy Romance
3966,The Perfect Wave,Bruce Macdonald Rachel Hendrix Cheryl Ladd Diana Vickers Adventure Biography Drama Romance
3967,Ben-Hur,Timur Bekmambetov Morgan Freeman Ayelet Zurer Moises Arias Adventure Drama History
3968,A Man for All Seasons,Fred Zinnemann Robert Shaw Susannah York Paul Scofield Biography Drama History
3969,Network,Sidney Lumet Robert Duvall Faye Dunaway William Holden Drama Romance
3970,Gone with the Wind,Victor Fleming Hattie McDaniel George Reeves Thomas Mitchell Drama History Romance War
3971,Desert Dancer,Richard Raymond Tom Cullen Reece Ritchie Marama Corlett Biography Drama
3972,Major Dundee,Sam Peckinpah James Coburn Slim Pickens Warren Oates Adventure War Western
3973,Down for Life,Alan Jacobs Snoop Dogg Laz Alonso Nicholas Gonzalez Drama
3974,Annie Get Your Gun,George Sidney Keenan Wynn Howard Keel Betty Hutton Biography Comedy Musical Romance Western
3975,Four Lions,Christopher Morris Kayvan Novak Riz Ahmed Alex Macqueen Comedy Crime Drama
3976,House of Sand,Andrucha Waddington Fernanda Montenegro Seu Jorge Fernanda Torres Drama
3977,Defendor,Peter Stebbings Michael Kelly Tony Nappo Charlotte Sullivan Comedy Crime Drama
3978,The Pirate,Vincente Minnelli Gladys Cooper Reginald Owen Ellen Ross Adventure Comedy Musical Romance
3979,The Good Heart,Dagur Kári Alice Olivia Clarke Susan Blommaert Stephen Henderson Drama
3980,The History Boys,Nicholas Hytner Dominic Cooper Russell Tovey James Corden Comedy Drama
3981,Unknown,Jaume Collet-Serra Liam Neeson Frank Langella Aidan Quinn Action Mystery Thriller
3982,M*A*S*H            , David Ogden Stiers Jamie Farr Mike Farrell Comedy Drama War
3983,Midnight Cowboy,John Schlesinger Brenda Vaccaro Barnard Hughes John McGiver Drama
3984,The Full Monty,Peter Cattaneo Tom Wilkinson Mark Addy Lesley Sharp Comedy Drama Music
3985,Airplane!,Jim Abrahams Peter Graves Lloyd Bridges Barbara Billingsley Comedy
3986,Chain of Command,Kevin Carraway Michael Jai White Max Ryan Jon Osbeck Action Thriller
3987,Friday,F. Gary Gray Nia Long John Witherspoon Tony Cox Comedy Drama
